Naziv isplatitelja;Datum;Primatelj;Iznos na poziciji;Programska klasifikacija;Ekonomska klasifikacija;Opis
GRAD OTOČAC;10.12.2021 1:00;DIVEKS j.d.o.o.;305,26;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323210 Usluge tekućeg i investicijskog održavanja građevinskih objekata;kontrola i čišćenje dimnjaka- K.Z.8 21/0001584
GRAD OTOČAC;10.12.2021 1:00;DIVEKS j.d.o.o.;255,49;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323210 Usluge tekućeg i investicijskog održavanja građevinskih objekata;kontrola i čišćenje dimnjaka- Kuglana 21/0001583
GRAD OTOČAC;10.12.2021 1:00;DIVEKS j.d.o.o.;205,72;A01 1002A100001 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323440 Dimnjačarske i ekološke usluge;kontrola i čišćenje dimnjaka- Gradska uprava 21/0001585
GRAD OTOČAC;18.3.2022 1:00;DIVEKS j.d.o.o.;255,49;A01 1002A100202 Redovan rad Tajništva;323440 Dimnjačarske i ekološke usluge;kontrola i čišćenje dimnjaka - kuglana 22/0000228
GRAD OTOČAC;18.3.2022 1:00;DIVEKS j.d.o.o.;305,26;A01 1002A100202 Redovan rad Tajništva;323440 Dimnjačarske i ekološke usluge;kontrola i čišćenje dimnjaka 22/0000226
GRAD OTOČAC;18.3.2022 1:00;DIVEKS j.d.o.o.;205,72;A01 1002A100202 Redovan rad Tajništva;323440 Dimnjačarske i ekološke usluge;kontrola i čišćenje dimnjaka 22/0000229
GRAD OTOČAC;18.3.2022 1:00;DIVEKS j.d.o.o.;265,45;A01 1002A100202 Redovan rad Tajništva;323440 Dimnjačarske i ekološke usluge;kontrola i čišćenje dimnjaka 22/0000227
GRAD OTOČAC;9.12.2022 1:00;DIVEKS j.d.o.o.;255,49;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323440 Dimnjačarske i ekološke usluge;kontrola i čišćenje dimnjaka 22/0002256
GRAD OTOČAC;13.1.2023 1:00;DIVEKS j.d.o.o.;205,72;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323440 Dimnjačarske i ekološke usluge;dimnjačarske usluge, zgrada gradske uprave 22/0002672
GRAD OTOČAC;13.1.2023 1:00;DIVEKS j.d.o.o.;265,45;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323440 Dimnjačarske i ekološke usluge;dimnjačarske usluge,HRO 22/0002671
GRAD OTOČAC;13.1.2023 1:00;DIVEKS j.d.o.o.;305,26;A01 1002A100003 Održavanje zgrada za redovnu djelatnost;323440 Dimnjačarske i ekološke usluge;dimnjačarske usluge, zgrada županije 22/0002670
GRAD OTOČAC;29.3.2023 2:00;DIVEKS j.d.o.o.;186,24;A01 1002A100207 Objekt u vlasništvu grada - Kuglana;323440 Dimnjačarske i ekološke usluge;dimnjačarske usluge 23/0000339
GRAD OTOČAC;29.3.2023 2:00;DIVEKS j.d.o.o.;364,96;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323440 Dimnjačarske i ekološke usluge;dimnjačarske usluge 23/0000338
GRAD OTOČAC;15.5.2023 2:00;DIVEKS j.d.o.o.;265,44;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323440 Dimnjačarske i ekološke usluge;čišćenje peći na pelete- HRO 23/0000627
GRAD OTOČAC;13.10.2023 2:00;DIVEKS j.d.o.o.;364,96;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323440 Dimnjačarske i ekološke usluge;dimljačarske usluge- zgrada županije 23/0001963
GRAD OTOČAC;13.10.2023 2:00;DIVEKS j.d.o.o.;205,7;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323440 Dimnjačarske i ekološke usluge;dimljačarske usluge- Gradska uprava 23/0001962
GRAD OTOČAC;30.11.2023 1:00;DIVEKS j.d.o.o.;186,24;A01 1002A100207 Objekt u vlasništvu grada - Kuglana;323440 Dimnjačarske i ekološke usluge;čišćenje dimnjaka - Kuglana Otočac 23/0002270
GRAD OTOČAC;30.11.2023 1:00;DIVEKS j.d.o.o.;265,44;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323440 Dimnjačarske i ekološke usluge;dimljačarske usluge -HRO Otočac 23/0002271
GRAD OTOČAC;23.1.2024 1:00;DIVEKS j.d.o.o.;205,7;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323440 Dimnjačarske i ekološke usluge;kontrola i čišćenje dimnjaka 23/0002660
GRAD OTOČAC;19.3.2024 1:00;DIVEKS j.d.o.o.;205,7;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323440 Dimnjačarske i ekološke usluge;dimnjačarske usluge zgrada Gradske uprave 24/0000291
GRAD OTOČAC;19.3.2024 1:00;DIVEKS j.d.o.o.;186,24;A01 1002A100207 Objekt u vlasništvu grada - Kuglana;323440 Dimnjačarske i ekološke usluge;kontrola i čišćenje dimnjaka- Kuglana Otočac 24/0000292
GRAD OTOČAC;19.3.2024 1:00;DIVEKS j.d.o.o.;364,96;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323440 Dimnjačarske i ekološke usluge;dimnjačarske usluge- Županijski uredi 24/0000293
GRAD OTOČAC;15.10.2024 2:00;DIVEKS j.d.o.o.;265,44;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323440 Dimnjačarske i ekološke usluge;kontrola i čišćenje dimljaka 24/0001423
GRAD OTOČAC;17.1.2025 1:00;DIVEKS j.d.o.o.;205,7;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323440 Dimnjačarske i ekološke usluge;kontrola i čišćenje dimnjaka 24/0001951
GRAD OTOČAC;17.1.2025 1:00;DIVEKS j.d.o.o.;186,24;A01 1002A100207 Objekt u vlasništvu grada - Kuglana;323440 Dimnjačarske i ekološke usluge;kontrola i čišćenje dimnjaka Kuglana Otočac 24/0001952
GRAD OTOČAC;17.1.2025 1:00;DIVEKS j.d.o.o.;364,96;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323440 Dimnjačarske i ekološke usluge;kontrola i čišćenje dimnjaka Županijske službe 24/0001953
GRAD OTOČAC;26.5.2025 2:00;DIVEKS j.d.o.o.;186,24;A01 1002A100207 Objekt u vlasništvu grada - Kuglana;323220 Usluge tekućeg i investicijskog održavanja postrojenja i opreme;Kontrola i čišć.dimnjaka cent.grij. - KUGLANA OTOČAC 25/0000543
GRAD OTOČAC;28.5.2025 2:00;DIVEKS j.d.o.o.;364,96;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323440 Dimnjačarske i ekološke usluge;Čišćenje dimnjaka - županijske službe 25/0000647
GRAD OTOČAC;28.5.2025 2:00;DIVEKS j.d.o.o.;205,7;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;323440 Dimnjačarske i ekološke usluge;Čišćenje dimnjaka - gradska uprava 25/0000648
GRAD OTOČAC;15.7.2025 2:00;DIVEKS j.d.o.o.;265,44;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323440 Dimnjačarske i ekološke usluge;Dimnjačarske usluge - Hrvatski radio Otočac 25/0000872
GRAD OTOČAC;13.1.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;21200,93;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;311110 Plaće za zaposlene;plaća 12/20
GRAD OTOČAC;13.1.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;3498,15;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;313210 Doprinosi za obvezno zdravstveno osiguranje;plaća 12/20
GRAD OTOČAC;5.2.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;1367,56;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322240 Namirnice;namirnice 01/21
GRAD OTOČAC;5.2.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;3498,6;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;313210 Doprinosi za obvezno zdravstveno osiguranje;plaća 01/21
GRAD OTOČAC;5.2.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;21203,61;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;311110 Plaće za zaposlene;plaća 01/21
GRAD OTOČAC;5.2.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;344,04;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;312120 Nagrade;jubilarna nagrada
GRAD OTOČAC;5.2.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;1444,09;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;312140 Otpremnine;otpremnina
GRAD OTOČAC;5.2.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;1315,53;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322340 Motorni benzin i dizel gorivo;lož ulje
GRAD OTOČAC;9.3.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;3432,07;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;313210 Doprinosi za obvezno zdravstveno osiguranje;plaća 02/21
GRAD OTOČAC;9.3.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;20800,41;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;311110 Plaće za zaposlene;plaća 02/21
GRAD OTOČAC;9.3.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;523,03;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;329110 Naknade članovima predstavničkih i izvršnih tijela;upravno vijeće 02/21
GRAD OTOČAC;9.3.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;531,42;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;323610 Obvezni i preventivni zdravstveni pregledi zaposlenika;croatia zdravstveno osiguranje 02/21
GRAD OTOČAC;9.3.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;461,18;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;"312150 ""Naknade za bolest, invalidnost i smrtni slučaj""";naknada za smrtni slučaj
GRAD OTOČAC;9.3.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;1013,51;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322240 Namirnice;namirnice 02/21
GRAD OTOČAC;9.4.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;531,42;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;323610 Obvezni i preventivni zdravstveni pregledi zaposlenika;croatia zdrav.osiguranje
GRAD OTOČAC;9.4.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;4307,55;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;313210 Doprinosi za obvezno zdravstveno osiguranje;plaća 03/21
GRAD OTOČAC;9.4.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;26106,38;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;311110 Plaće za zaposlene;plaća 03/21
GRAD OTOČAC;15.4.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;1882,96;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322240 Namirnice;namirnice 03/21
GRAD OTOČAC;15.4.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;2043,93;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322390 Ostali materijali za proizvodnju energije (ugljen, drva, teško ulje);peleti
GRAD OTOČAC;7.5.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;2787,72;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322240 Namirnice;namirnice 04/21
GRAD OTOČAC;7.5.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;4438,15;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;313210 Doprinosi za obvezno zdravstveno osiguranje;plaća 04/21
GRAD OTOČAC;7.5.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;26897,9;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;311110 Plaće za zaposlene;plaća 04/21
GRAD OTOČAC;7.5.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;462,21;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;329110 Naknade članovima predstavničkih i izvršnih tijela;upravno vijeće 04/21
GRAD OTOČAC;20.5.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;894,79;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322310 Električna energija;el.energija 04/21
GRAD OTOČAC;20.5.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;2382,64;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322390 Ostali materijali za proizvodnju energije (ugljen, drva, teško ulje);drvni pelet
GRAD OTOČAC;20.5.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;531,42;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;323610 Obvezni i preventivni zdravstveni pregledi zaposlenika;croatia zdrav.osigranje
GRAD OTOČAC;20.5.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;983,19;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;312120 Nagrade;jubilarna nagrada
GRAD OTOČAC;20.5.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;224,18;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;312140 Otpremnine;jubilarna nagrada
GRAD OTOČAC;9.6.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;26798,01;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;311110 Plaće za zaposlene;PLAĆA 05/21
GRAD OTOČAC;9.6.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;4421,67;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;313210 Doprinosi za obvezno zdravstveno osiguranje;PLAĆA 05/21
GRAD OTOČAC;9.6.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;4280,31;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;312160 Regres za godišnji odmor;REGRES 2021.
GRAD OTOČAC;17.6.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;3051,55;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322240 Namirnice;NAMIRNICE 05/21
GRAD OTOČAC;17.6.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;531,42;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;323610 Obvezni i preventivni zdravstveni pregledi zaposlenika;CROATIA ZDRAVSTVENO OSIGURANJE 06/21
GRAD OTOČAC;17.6.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;666,12;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322310 Električna energija;EL.ENERGIJA 05/21
GRAD OTOČAC;8.7.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;26002,62;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;311110 Plaće za zaposlene;plaća 06/21
GRAD OTOČAC;8.7.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;4290,43;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;313210 Doprinosi za obvezno zdravstveno osiguranje;plaća 06/21
GRAD OTOČAC;9.8.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;462,21;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;329110 Naknade članovima predstavničkih i izvršnih tijela;UPRAVNO VIJEĆE 07/21
GRAD OTOČAC;9.8.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;4300,21;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;313210 Doprinosi za obvezno zdravstveno osiguranje;PLAĆA 07/21
GRAD OTOČAC;9.8.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;26061,87;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;311110 Plaće za zaposlene;PLAĆA 07/21
GRAD OTOČAC;9.8.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;531,42;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;323610 Obvezni i preventivni zdravstveni pregledi zaposlenika;CZO 07/21
GRAD OTOČAC;9.8.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;769,2;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322310 Električna energija;EL.ENERGIJA 06/21
GRAD OTOČAC;9.8.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;2218,64;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322240 Namirnice;NAMIRNICE 07/21
GRAD OTOČAC;9.8.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;2938,67;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322240 Namirnice;NAMIRNICE 06/21
GRAD OTOČAC;7.9.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;531,42;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;323610 Obvezni i preventivni zdravstveni pregledi zaposlenika;dzo croatia osiguranje
GRAD OTOČAC;7.9.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;865,39;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322310 Električna energija;el.energija 07/21
GRAD OTOČAC;7.9.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;25998,8;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;311110 Plaće za zaposlene;plaća 08/21
GRAD OTOČAC;7.9.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;4289,8;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;313210 Doprinosi za obvezno zdravstveno osiguranje;plaća 08/21
GRAD OTOČAC;8.10.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;4283,22;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;313210 Doprinosi za obvezno zdravstveno osiguranje;plaća 09/21
GRAD OTOČAC;8.10.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;25958,91;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;311110 Plaće za zaposlene;plaća 09/21
GRAD OTOČAC;8.10.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;973,08;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;329110 Naknade članovima predstavničkih i izvršnih tijela;upravno vijeće  09/21
GRAD OTOČAC;8.10.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;531,42;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;323610 Obvezni i preventivni zdravstveni pregledi zaposlenika;croatia osiguranje dzo  09/21
GRAD OTOČAC;18.10.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;657,94;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322310 Električna energija;el.energija 09/21
GRAD OTOČAC;18.10.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;3090,8;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322240 Namirnice;namirnice 09/21
GRAD OTOČAC;18.10.2021 2:00;Dječji vrtić 'CICIBAN' Otočac;2161,09;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322240 Namirnice;namirnice 08/21
GRAD OTOČAC;4.11.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;531,42;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;323610 Obvezni i preventivni zdravstveni pregledi zaposlenika;isplata dzo za 10/21
GRAD OTOČAC;8.11.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;860,58;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322310 Električna energija;el.enegija 10/21
GRAD OTOČAC;8.11.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;2353,44;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322390 Ostali materijali za proizvodnju energije (ugljen, drva, teško ulje);pelet
GRAD OTOČAC;8.11.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;4318,62;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;313210 Doprinosi za obvezno zdravstveno osiguranje;plaća 10/21
GRAD OTOČAC;8.11.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;26173,47;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;311110 Plaće za zaposlene;plaća 10/21
GRAD OTOČAC;23.11.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;2749,49;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322240 Namirnice;namirnice 10/21
GRAD OTOČAC;3.12.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;26656,44;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;311110 Plaće za zaposlene;plaća 11/21
GRAD OTOČAC;3.12.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;4398,31;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;313210 Doprinosi za obvezno zdravstveno osiguranje;plaća 11/21
GRAD OTOČAC;3.12.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;875,97;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;312130 Darovi;dar za djecu do 15 godina
GRAD OTOČAC;3.12.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;531,42;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;323610 Obvezni i preventivni zdravstveni pregledi zaposlenika;dzo croatia osiguranje
GRAD OTOČAC;3.12.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;2309,38;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;312130 Darovi;dar u naravi 2021.g.
GRAD OTOČAC;10.12.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;5408,45;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;312190 Ostali nenavedeni rashodi za zaposlene;božićnica 2021.
GRAD OTOČAC;10.12.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;3054,22;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322240 Namirnice;namirnice 11-2021
GRAD OTOČAC;17.12.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;2184,09;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322390 Ostali materijali za proizvodnju energije (ugljen, drva, teško ulje);pelet
GRAD OTOČAC;17.12.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;896,66;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322310 Električna energija;el.energija 11/21
GRAD OTOČAC;23.12.2021 1:00;Dječji vrtić 'CICIBAN' Otočac;1735,5;A11 1014A100001 Odgojno, administrativno i tehničko osoblje;322340 Motorni benzin i dizel gorivo;lož ulje
